term	crse	class section	descr	min credit	max credit	start dt	end dt	days	start time	end time	newlibintensives	newlib	consent	instruction mode	cap	enrolled	combined section	note	class stat	enrolling	prereqs
Spring, 2025-26	MATH-1300-01	01	Finite Mathematics (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		FSKL 5 Quant Reasng	No Consent Required	In Person	40	20			active	Open	
Spring, 2025-26	MATH-2010-01	01	Calculus I (23)	4.0	4.0	01/14/2026	05/08/2026	TR	06:20PM	08:00PM		FSKL 5 Quant Reasng	No Consent Required	In Person	30	14			active	Open	
Spring, 2025-26	MATH-2020-01	01	Calculus II (23)	4.0	4.0	01/14/2026	05/08/2026	MTWF	10:00AM	10:50AM			No Consent Required	In Person	40	29			active	Open	
Spring, 2025-26	MATH-2120-02	02	Introductory Statistics with Applications (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		FSKL 5 Quant Reasng	No Consent Required	In Person	32	27			active	Open	
Spring, 2025-26	MATH-2200-01	01	Discrete Mathematical Structures (23)	4.0	4.0	01/14/2026	05/08/2026	MTRF	08:00AM	08:50AM			No Consent Required	In Person	30	23	C	Same: MATH2200/CPSC2250	active	Open	
Spring, 2025-26	MATH-3020-01	01	Calculus III (23)	4.0	4.0	01/14/2026	05/08/2026	MTWF	10:00AM	10:50AM			No Consent Required	In Person	40	23			active	Open	
Spring, 2025-26	MATH-3100-01	01	Differential Equations (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM			No Consent Required	In Person	38	33			active	Open	
Spring, 2025-26	MLAN-2000-0E	0E	Language and Society (23)	4.0	4.0	01/14/2026	05/08/2026					WKNW 7 Glob/Intcult Ways GI	No Consent Required	Asynchronous Online	25	15			active	Open	
Spring, 2025-26	MUBS-2020-0B	0B	Introduction to Music Publishing (23)	3.0	3.0	01/14/2026	05/08/2026	R	01:00PM	02:20PM			No Consent Required	Hybrid	45	17	C	Same: MUBS2020/BSNS2040	active	Open	
Spring, 2025-26	MUBS-3100-0B	0B	Artist Development (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	5	C	Same: MUBS3100/BSNS3140	active	Open	
Spring, 2025-26	MUBS-3220-01	01	Advanced Recording Techniques (23)	2.0	2.0	01/14/2026	05/08/2026	T	07:30PM	09:00PM			No Consent Required	In Person	15	6	C	Same: MUBS3220/BSNS3260	active	Open	
Spring, 2025-26	MUBS-3370-01	01	Record Production (23)	2.0	2.0	01/14/2026	05/08/2026	T	05:30PM	07:10PM			No Consent Required	In Person	25	8	C	Same: MUBS/BSNS3370	active	Open	
Spring, 2025-26	MUBS-3470-0B	0B	DIY for Musicians (23)	2.0	2.0	01/14/2026	05/08/2026	W	01:00PM	01:50PM			No Consent Required	Hybrid	20	3			active	Open	
Spring, 2025-26	MUBS-4500-01	01	Songwriter Showcase (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	0			active	Open	
Spring, 2025-26	MUBS-4800-01	01	Internship in Music Business (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	1	C	Same: MUBS4800/BSNS4810	active	Open	
Spring, 2025-26	MUBS-4900-01	01	Recording Label Seminar (23)	1.0	2.0	01/14/2026	05/08/2026	M	05:00PM	06:00PM			No Consent Required	In Person	15	4			active	Open	
Spring, 2025-26	MUBS-4900-02	02	Recording Label Seminar (23)	1.0	2.0	01/14/2026	05/08/2026	M	05:00PM	06:00PM			Not Enrolling	In Person	15	6			active	Closed	
Spring, 2025-26	MUBS-4950-01	01	Recording Project (24)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	1			active	Open	
Spring, 2025-26	MUED-1000-01	01	Introduction to Music Education (23)	2.0	2.0	01/14/2026	05/08/2026	MW	08:00AM	08:50AM		FSKL 2 Civ Discrse Crit Reas	Consent Required	In Person	15	8			active	Open	
Spring, 2025-26	MUED-1300-01	01	Brass Techniques (23)	1.0	1.0	01/14/2026	05/08/2026	MW	12:00PM	12:50PM			No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	MUED-2110-01	01	Music for the Elementary Classroom (23)	2.0	2.0	01/14/2026	05/08/2026	TR	01:00PM	01:50PM		WKNW 4 Aesthet Ways (Appr)	No Consent Required	In Person	20	19			active	Open	
Spring, 2025-26	MUED-2470-01	01	Introduction to Conducting (23)	2.0	2.0	01/14/2026	05/08/2026	MW	02:00PM	02:50PM			No Consent Required	In Person	25	7			active	Open	
Spring, 2025-26	MUED-2510-01	01	Singer's Diction I (23)	2.0	2.0	01/14/2026	05/08/2026	MW	01:00PM	01:50PM			No Consent Required	In Person	15	6			active	Open	
Spring, 2025-26	MUED-4700-01	01	Methods of Teaching Music in the Public Schools (23)	2.0	2.0	01/14/2026	05/08/2026	R	05:30PM	07:00PM			No Consent Required	Asynchronous Online	20	5			active	Open	
Spring, 2025-26	MUPF- _0010-01	01	Unassigned Voice (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	200	0			active	Open	
Spring, 2025-26	MUPF- _0020-01	01	Unassigned Piano (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	200	0			active	Open	
Spring, 2025-26	MUPF- _0030-01	01	Unassignd Cl Piano (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	200	0			active	Open	
Spring, 2025-26	MUPF- _0040-01	01	Unassigned Choirs (23)	1.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	100	0			active	Open	
Spring, 2025-26	MUPF- _0050-01	01	Unassigned Bands (23)	1.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	100	0			active	Open	
Spring, 2025-26	MUPF- _0060-01	01	Unassigned Piano (Music Education) (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	200	0			active	Open	
Spring, 2025-26	MUPF-1060-01	01	Keyboard Class II (23)	2.0	2.0	01/14/2026	05/08/2026	MW	10:00AM	10:50AM			No Consent Required	In Person	10	6			active	Open	
Spring, 2025-26	MUPF-1060-02	02	Keyboard Class II (23)	2.0	2.0	01/14/2026	05/08/2026	MW	09:00AM	09:50AM			No Consent Required	In Person	10	7			active	Open	
Spring, 2025-26	MUPF-1080-01	01	Chorale (SATB Choir) (23)	0.0	1.0	01/14/2026	05/08/2026	MWF	03:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	100	33			active	Open	
Spring, 2025-26	MUPF-1080-02	02	Chorale (SATB Choir) (23)	0.0	1.0	01/14/2026	05/08/2026	MWF	03:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Not Enrolling	In Person	100	5			active	Closed	
Spring, 2025-26	MUPF-1080-03	03	Chorale (SATB Choir) (23)	0.0	1.0	01/14/2026	05/08/2026	MWF	03:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	100	0			active	Open	
Spring, 2025-26	MUPF-1090-01	01	University Choir (23)	0.0	1.0	01/14/2026	05/08/2026	MWF	04:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	100	14			active	Open	
Spring, 2025-26	MUPF-1160-01	01	Music Theatre Production (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	50	3			active	Open	
Spring, 2025-26	MUPF-1170-01	01	Introduction to Musical Theatre Performance (25)	2.0	2.0	01/14/2026	05/08/2026	TR	04:00PM	06:00PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	50	9	C		active	Open	
Spring, 2025-26	MUPF-1190-01	01	Instrumental Ensemble (23)	0.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	100	13			active	Open	
Spring, 2025-26	MUPF-1270-01	01	Symphonic Wind Ensemble (23)	0.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	100	17			active	Open	
Spring, 2025-26	MUPF-1280-01	01	Jazz Ensemble (23)	0.0	1.0	03/16/2026	05/08/2026	WF	04:30PM	05:45PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	100	5			active	Open	
Spring, 2025-26	MUPF-1350-01	01	Guitar Ensemble (23)	0.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	10	7			active	Open	
Spring, 2025-26	MUPF-1390-01	01	Percussion Ensemble (23)	0.0	1.0	01/14/2026	05/08/2026	T	05:00PM	06:30PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	100	4			active	Open	
Spring, 2025-26	MUPF-1530-01	01	Accompanying II (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1700-01	01	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1700-02	02	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1700-03	03	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1700-04	04	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1700-05	05	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1700-06	06	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1710-01	01	Piano (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1710-02	02	Piano (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	4			active	Open	
Spring, 2025-26	MUPF-1720-01	01	Harpsichord (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1730-01	01	Organ (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1740-01	01	Violin (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1750-01	01	Viola (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1760-01	01	Cello (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1770-01	01	Bass (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1770-02	02	Bass (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1780-01	01	Flute/Piccolo (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1790-01	01	Clarinet (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1800-01	01	Oboe/English Horn (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1810-01	01	Bassoon (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1820-01	01	Saxophone (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1830-01	01	Trumpet/Cornet (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1840-01	01	French Horn (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1850-01	01	Trombone (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1860-01	01	Baritone/Euphonium (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1870-01	01	Tuba (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1880-01	01	Percussion (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1885-01	01	Harp (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1890-01	01	Guitar (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1890-02	02	Guitar (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-1900-01	01	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1900-02	02	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1900-03	03	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1900-04	04	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-1905-01	01	Songwriting (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2600-01	01	Topics in Music Performance: (23)	1.0	4.0	03/16/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	MUPF-2700-01	01	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	1			active	Open	
Spring, 2025-26	MUPF-2700-02	02	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	11			active	Open	
Spring, 2025-26	MUPF-2700-03	03	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	4			active	Open	
Spring, 2025-26	MUPF-2700-04	04	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	11			active	Open	
Spring, 2025-26	MUPF-2700-05	05	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	11			active	Open	
Spring, 2025-26	MUPF-2700-06	06	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	MUPF-2710-01	01	Piano (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	MUPF-2710-02	02	Piano (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	MUPF-2720-01	01	Harpsichord (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2730-01	01	Organ (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2740-01	01	Violin (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-2750-01	01	Viola (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2760-01	01	Cello (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2770-01	01	Bass (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-2770-02	02	Bass (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2780-01	01	Flute/Piccolo (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	2			active	Open	
Spring, 2025-26	MUPF-2790-01	01	Clarinet (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-2800-01	01	Oboe/English Horn (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2810-01	01	Bassoon (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2820-01	01	Saxophone (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2830-01	01	Trumpet/Cornet (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-2840-01	01	French Horn (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-2850-01	01	Trombone (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2860-01	01	Baritone/Euphonium (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2870-01	01	Tuba (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2880-01	01	Percussion (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	5			active	Open	
Spring, 2025-26	MUPF-2885-01	01	Harp (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2890-01	01	Guitar (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	5			active	Open	
Spring, 2025-26	MUPF-2890-02	02	Guitar (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2900-01	01	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2900-02	02	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2900-03	03	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2900-04	04	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-2905-01	01	Songwriting (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-3540-01	01	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	2			active	Open	
Spring, 2025-26	MUPF-3540-02	02	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3540-03	03	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	1			active	Open	
Spring, 2025-26	MUPF-3540-04	04	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3540-05	05	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3540-06	06	Voice Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3550-01	01	Keyboard Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3550-02	02	Keyboard Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3560-01	01	String/Guitar/Harp Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3560-02	02	String/Guitar/Harp Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3560-03	03	String/Guitar/Harp Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3560-04	04	String/Guitar/Harp Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3570-01	01	Woodwind Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3580-01	01	Brass Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3580-02	02	Brass Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3580-03	03	Brass Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3590-01	01	Percussion Recital (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-3700-01	01	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3700-02	02	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3700-03	03	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3700-04	04	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3700-05	05	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3700-06	06	Voice (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3710-01	01	Piano (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3710-02	02	Piano (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3720-01	01	Harpsichord (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3730-01	01	Organ (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3740-01	01	Violin (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3750-01	01	Viola (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3760-01	01	Cello (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3770-01	01	Bass (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3770-02	02	Bass (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
