term	crse	class section	descr	min credit	max credit	start dt	end dt	days	start time	end time	newlibintensives	newlib	consent	instruction mode	cap	enrolled	combined section	note	class stat	enrolling	prereqs
Spring, 2025-26	DANC-1320-01	01	Jazz I (23)	1.0	1.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	5			active	Open	
Spring, 2025-26	DANC-1420-01	01	Ballet I (24)	2.0	2.0	01/14/2026	05/08/2026	MWF	12:00PM	01:20PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	8			active	Open	
Spring, 2025-26	DANC-2110-01	01	Musical Theatre Dance Forms (23)	1.0	1.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM			No Consent Required	In Person	20	2			active	Open	
Spring, 2025-26	DANC-2120-01	01	Tap II (23)	1.0	1.0	01/14/2026	05/08/2026	TR	08:30AM	09:20AM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	3			active	Open	
Spring, 2025-26	DANC-2220-01	01	Modern II (24)	2.0	2.0	01/14/2026	05/08/2026	MWF	03:00PM	04:20PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	2			active	Open	
Spring, 2025-26	DANC-2420-01	01	Ballet II (24)	2.0	2.0	01/14/2026	05/08/2026	MWF	08:30AM	09:50AM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	5			active	Open	
Spring, 2025-26	DANC-2580-01	01	Dance Improvisation II (23)	1.0	1.0	01/14/2026	05/08/2026	TR	01:00PM	02:20PM			No Consent Required	Hybrid	20	1			active	Open	
Spring, 2025-26	DANC-2590-01	01	Dance Composition II (23)	2.0	2.0	01/14/2026	05/08/2026	TR	01:00PM	02:20PM			No Consent Required	Hybrid	20	1			active	Open	
Spring, 2025-26	DANC-3020-0E	0E	Dance History II (24)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	20	3			active	Open	
Spring, 2025-26	DANC-3120-01	01	Tap III (23)	1.0	1.0	01/14/2026	05/08/2026	TR	08:30AM	09:20AM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	5			active	Open	
Spring, 2025-26	DANC-3220-01	01	Modern III (24)	2.0	2.0	01/14/2026	05/08/2026	MWF	03:00PM	04:20PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	3			active	Open	
Spring, 2025-26	DANC-3420-01	01	Ballet III (24)	2.0	2.0	01/14/2026	05/08/2026	MWF	08:30AM	09:50AM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	1			active	Open	
Spring, 2025-26	DANC-3580-01	01	Dance Improvisation III (24)	1.0	1.0	01/14/2026	05/08/2026	TR	01:00PM	02:20PM			No Consent Required	Hybrid	20	1			active	Open	
Spring, 2025-26	DANC-3590-01	01	Dance Composition III (23)	2.0	2.0	01/14/2026	05/08/2026	TR	01:00PM	02:20PM			No Consent Required	Hybrid	20	3			active	Open	
Spring, 2025-26	ECON-2010-01	01	Principles of Macroeconomics (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	35	25			active	Open	
Spring, 2025-26	ECON-2020-01	01	Principles of Microeconomics (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM			No Consent Required	In Person	35	15			active	Open	
Spring, 2025-26	ECON-3410-01	01	Money Banking and Financial Markets (23)	3.0	3.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM			No Consent Required	In Person	35	14			active	Open	
Spring, 2025-26	EDUC-2000-01	01	Teaching as a Profession (24)	2.0	2.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	45	11			active	Open	
Spring, 2025-26	EDUC-2100-01	01	Child and Adolescent Development (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	30	16			active	Open	
Spring, 2025-26	EDUC-2110-01	01	Educational Psychology: Learning in the Schools (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	30	23	C	Same: PSYC/EDUC2110	active	Open	
Spring, 2025-26	EDUC-2170-01	01	Teaching I: Curriculum and Instruction for Early Childhood (24)	4.0	4.0	01/14/2026	05/08/2026	F	10:00AM	10:50AM			No Consent Required	In Person	25	21	C	Same: EDUC/CMIN2170 _hist	active	Open	
Spring, 2025-26	EDUC-2170-01	01	Teaching I: Curriculum and Instruction for Early Childhood (24)	4.0	4.0	01/14/2026	05/08/2026	MW	09:00AM	10:50AM			No Consent Required	In Person	25	21	C	Same: EDUC/CMIN2170 _hist	active	Open	
Spring, 2025-26	EDUC-2730-01	01	Field Experiences in Reading Processes (24)	1.0	1.0	01/14/2026	05/08/2026	T	08:00AM	09:15AM			No Consent Required	In Person	25	8			active	Open	
Spring, 2025-26	EDUC-2850-01	01	Practicum in Leadership Skills (24)	2.0	2.0	01/14/2026	05/08/2026	F	12:00PM	12:50PM			No Consent Required	In Person	25	4	C	Same: PSYC/EDUC/SOCI2850	active	Open	
Spring, 2025-26	EDUC-3120-01	01	Educational Assessment for the Classroom Teacher (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM	Writing Intensive Upper Div		No Consent Required	In Person	25	7			active	Open	
Spring, 2025-26	EDUC-3300-01	01	Research-Based Reading Methods: Instruction, Intervention, and Assessment (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM			No Consent Required	In Person	25	8			active	Open	
Spring, 2025-26	EDUC-4010-01	01	Student Teaching (24)	10.0	10.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	45	18			active	Open	
Spring, 2025-26	EDUC-4221-TE	TE	Differentiated Curriculum and Instruction: STEM (24)	1.0	1.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	25	1			active	Open	
Spring, 2025-26	EDUC-4222-TE	TE	Differentiated Curriculum and Instruction: Social Studies (24)	1.0	1.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	25	1			active	Open	
Spring, 2025-26	EDUC-4245-TE	TE	Curriculum, Instruction and Assessment in the Secondary Classroom\u00A0	3.0	3.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	25	4			active	Open	
Spring, 2025-26	EDUC-4250-TE	TE	Reading in the Content Areas (T2T - Secondary) (24)	2.0	2.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	30	12			active	Open	
Spring, 2025-26	EDUC-4260-TE	TE	Creating an Environment for Student Learning (24)	2.0	2.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	20	4			active	Open	
Spring, 2025-26	EDUC-4265-TE	TE	Classroom Culture, Management and\u00A0 the Law	3.0	3.0	01/14/2026	05/08/2026						Consent Required	Asynchronous Online	25	4			active	Open	
Spring, 2025-26	EDUC-4280-TE	TE	Student Teaching (Clinical Practice) (24)	4.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	30	10			active	Open	
Spring, 2025-26	EDUC-4310-01	01	Integrated Teaching II: Language Arts and Social Studies (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	01:00PM	02:50PM			No Consent Required	In Person	25	5			active	Open	
Spring, 2025-26	EDUC-4800-01	01	Internship in Youth Leadership (23)	2.0	2.0	01/14/2026	05/08/2026	MF	12:00PM	12:50PM			No Consent Required	In Person	25	6	C	Same: PSYC/EDUC/SOCI4800	active	Open	
Spring, 2025-26	EDUC-4910-0B	0B	Dyslexia Seminar (24)	1.0	1.0	01/14/2026	05/08/2026	M	06:00PM	06:50PM			No Consent Required	Hybrid	25	11			active	Open	
Spring, 2025-26	EDUC-4930-01	01	Leadership Seminar in Character Education (24)	2.0	2.0	01/14/2026	05/08/2026	T	05:00PM	06:50PM			No Consent Required	In Person	45	13			active	Open	
Spring, 2025-26	ENGL-1110-02	02	Rhetoric and Composition (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		FSKL 3 Written Comm	No Consent Required	In Person	18	14			active	Open	
Spring, 2025-26	ENGL-1110-5E	5E	Rhetoric and Composition (23)	3.0	3.0	01/14/2026	03/06/2026					FSKL 3 Written Comm	No Consent Required	Asynchronous Online	18	9			active	Open	
Spring, 2025-26	ENGL-1120-01	01	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM		FSKL 3 Written Comm	No Consent Required	In Person	22	21			active	Open	
Spring, 2025-26	ENGL-1120-02	02	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		FSKL 3 Written Comm	No Consent Required	In Person	20	18			active	Open	
Spring, 2025-26	ENGL-1120-03	03	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		FSKL 3 Written Comm	No Consent Required	In Person	20	14			active	Open	
Spring, 2025-26	ENGL-1120-04	04	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		FSKL 3 Written Comm	No Consent Required	In Person	20	13			active	Open	
Spring, 2025-26	ENGL-1120-06	06	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		FSKL 3 Written Comm	No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	ENGL-1120-07	07	Rhetoric and Research (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		FSKL 3 Written Comm	No Consent Required	In Person	20	19			active	Open	
Spring, 2025-26	ENGL-1120-5E	5E	Rhetoric and Research (23)	3.0	3.0	03/16/2026	05/08/2026					FSKL 3 Written Comm	No Consent Required	Asynchronous Online	20	12			active	Open	
Spring, 2025-26	ENGL-2220-01	01	Global Literature (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM		WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	30	9			active	Open	
Spring, 2025-26	ENGL-2500-01	01	Appreciation of the Writing Craft (23)	2.0	2.0	01/14/2026	05/08/2026	MF	12:00PM	12:50PM	Writing Intensive	WKNW 4 Aesthet Ways (Appr)	No Consent Required	In Person	20	20			active	Open	
Spring, 2025-26	ENGL-2510-01	01	Creative Writing Workshop (23)	1.0	1.0	01/14/2026	05/08/2026	W	12:00PM	12:50PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	20	19			active	Open	
Spring, 2025-26	ENGL-3120-01	01	Creative Writing: Poetry (24)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM	Writing Intensive Upper Div		No Consent Required	In Person	20	10			active	Open	
Spring, 2025-26	ENGL-3190-01	01	Composing Arguments (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM	Writing Intensive Upper Div	FSKL 2 Civ Discrse Crit Reas	No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	ENGL-3570-01	01	Studies in American Literature (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	30	10			active	Open	
Spring, 2025-26	ENGL-3590-01	01	Teaching Diversity through Young Adult Literature (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM		WKNW 4 Aesthetic Ways Knowg	No Consent Required	In Person	30	18			active	Open	
Spring, 2025-26	ENGL-3870-01	01	Literary Arts Practicum (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	15	2			active	Open	
Spring, 2025-26	ENGL-3880-01	01	Writing Tutor Practicum (23)	1.0	1.0	01/14/2026	05/08/2026	M	01:00PM	01:50PM			No Consent Required	In Person	25	3			active	Open	
Spring, 2025-26	ENGR-2060-0E	0E	Engineering Ethics (24)	2.0	2.0	01/14/2026	05/08/2026					FSKL 2 Civ Discrse Crit Reas	No Consent Required	Asynchronous Online	30	18			active	Open	
Spring, 2025-26	ENGR-2090-01	01	Systems Engineering (25)	3.0	3.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM		WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	60	61			active	Open	
Spring, 2025-26	ENGR-2110-01	01	Dynamics (24)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	29			active	Open	
Spring, 2025-26	ENGR-2200-01	01	Foundations of Digital Electronics (24)	2.0	2.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	18	12			active	Open	
Spring, 2025-26	ENGR-2200-01	01	Foundations of Digital Electronics (24)	2.0	2.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	18	12		laboratory	active	Open	
Spring, 2025-26	ENGR-2200-01	01	Foundations of Digital Electronics (24)	2.0	2.0	01/14/2026	05/08/2026	T	09:00AM	09:50AM			No Consent Required	In Person	18	12			active	Open	
Spring, 2025-26	ENGR-2310-01	01	Computational Problem Solving (24)	3.0	3.0	01/14/2026	05/08/2026	MW	02:00PM	02:50PM			No Consent Required	In Person	40	34			active	Open	
Spring, 2025-26	ENGR-2310L-LA	LA	Computational Problem Solving (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	F	01:00PM	02:50PM			No Consent Required	In Person	20	13			active	Open	
Spring, 2025-26	ENGR-2310L-LB	LB	Computational Problem Solving (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	01:00PM	02:50PM			No Consent Required	In Person	20	21			active	Open	
Spring, 2025-26	ENGR-3080-01	01	Engineering Design for Service (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	40	16			active	Open	
Spring, 2025-26	ENGR-3180-01	01	Materials and Processes (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM			No Consent Required	In Person	40	29			active	Open	
Spring, 2025-26	ENGR-3190-01	01	Thermodyn: Cycle Analysis (24)	2.0	2.0	01/14/2026	05/08/2026	TR	08:00AM	08:50AM			No Consent Required	In Person	24	17			active	Open	
Spring, 2025-26	ENGR-3260-01	01	Embedded Systems (24)	3.0	3.0	01/14/2026	05/08/2026	MW	10:00AM	10:50AM			No Consent Required	In Person	35	18			active	Open	
Spring, 2025-26	ENGR-3260-01	01	Embedded Systems (24)	3.0	3.0	01/14/2026	05/08/2026	R	12:00PM	02:50PM			No Consent Required	In Person	35	18			active	Open	
Spring, 2025-26	ENGR-3260-01	01	Embedded Systems (24)	3.0	3.0	01/14/2026	05/08/2026	R	12:00PM	02:50PM			No Consent Required	In Person	35	18		laboratory	active	Open	
Spring, 2025-26	ENGR-3510-01	01	Solid Mechanics (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM			No Consent Required	In Person	35	30			active	Open	
Spring, 2025-26	ENGR-3850-01	01	Engineering Projects Laboratory (24)	1.0	1.0	01/14/2026	05/08/2026	M	03:00PM	04:50PM			No Consent Required	In Person	20	12			active	Open	
Spring, 2025-26	ENGR-4020-01	01	Mechatronics System Design (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM			No Consent Required	In Person	25	9			active	Open	
Spring, 2025-26	ENGR-4020-01	01	Mechatronics System Design (24)	4.0	4.0	01/14/2026	05/08/2026	T	01:00PM	02:50PM			No Consent Required	In Person	25	9			active	Open	
Spring, 2025-26	ENGR-4110-01	01	Machine Design (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	In Person	20	16			active	Open	
Spring, 2025-26	ENGR-4140-01	01	Thermal Properties Laboratory (25)	1.0	1.0	01/14/2026	05/08/2026	T	09:00AM	10:50AM			No Consent Required	In Person	30	9			active	Open	
Spring, 2025-26	ENGR-4230-01	01	Power Systems (24)	2.0	2.0	01/14/2026	05/08/2026	F	10:00AM	10:50AM			No Consent Required	In Person	20	16			active	Open	
Spring, 2025-26	ENGR-4230-01	01	Power Systems (24)	2.0	2.0	01/14/2026	05/08/2026	T	10:00AM	10:50AM			No Consent Required	In Person	20	16			active	Open	
Spring, 2025-26	ENGR-4320-01	01	Fluid Mechanics Laboratory (25)	1.0	1.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	15	15			active	Open	
Spring, 2025-26	ENGR-4320-02	02	Fluid Mechanics Laboratory (25)	1.0	1.0	01/14/2026	05/08/2026	R	01:00PM	02:50PM			Not Enrolling	In Person	20	10		laboratory	active	Closed	
Spring, 2025-26	ENGR-4340-01	01	Structural Design (concrete) (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	Asynchronous Online	30	3			active	Open	
Spring, 2025-26	ENGR-4360-01	01	Transportation Engineering (24)	3.0	3.0	01/14/2026	05/08/2026	R	08:00AM	08:50AM			No Consent Required	Asynchronous Online	30	9			active	Open	
Spring, 2025-26	ENGR-4360-01	01	Transportation Engineering (24)	3.0	3.0	01/14/2026	05/08/2026	T	08:00AM	09:50AM			No Consent Required	Asynchronous Online	30	9			active	Open	
Spring, 2025-26	ENGR-4960-01	01	Engineering Senior Design II (24)	2.0	2.0	01/14/2026	05/08/2026	MW	12:00PM	12:50PM	Speaking/Writing UpDiv Intens		No Consent Required	In Person	24	18			active	Open	
Spring, 2025-26	EXSC-1530-01	01	Advanced Resistance Training and Conditioning (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	30	23			active	Open	
Spring, 2025-26	EXSC-2140-0EA	0EA	Nutrition in Health and Disease (24)	4.0	4.0	01/14/2026	05/08/2026					WKNW 2 Scientific Ways Knowg	No Consent Required	Asynchronous Online	40	39			active	Open	
Spring, 2025-26	EXSC-2455-01	01	Foundations of Exercise Leadership (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM			No Consent Required	In Person	50	19			active	Open	
Spring, 2025-26	EXSC-2580-01	01	Sports Nutrition (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	In Person	24	15			active	Open	
Spring, 2025-26	EXSC-3100-0E	0E	Eating Disorders (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	24	15			active	Open	
Spring, 2025-26	EXSC-3480-01	01	Physiology of Exercise II (23)	4.0	4.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM	Writing Intensive Upper Div		No Consent Required	In Person	50	17			active	Open	
Spring, 2025-26	EXSC-3480L-LA	LA	Physiology of Exercise II (23) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	25	17			active	Open	
Spring, 2025-26	EXSC-3530-01	01	Biomechanics II (23)	4.0	4.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	50	15			active	Open	
Spring, 2025-26	EXSC-3530L-LA	LA	Biomechanics II (23) - Lab	0.0	0.0	01/14/2026	05/08/2026	T	09:00AM	10:50AM			No Consent Required	In Person	25	15			active	Open	
Spring, 2025-26	EXSC-4150-01	01	Exercise Testing and Prescription (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM			No Consent Required	In Person	25	17			active	Open	
Spring, 2025-26	EXSC-4150-01	01	Exercise Testing and Prescription (24)	4.0	4.0	01/14/2026	05/08/2026	T	09:00AM	02:50PM			No Consent Required	In Person	25	17			active	Open	
Spring, 2025-26	EXSC-4150-01	01	Exercise Testing and Prescription (24)	4.0	4.0	01/14/2026	05/08/2026	T	09:00AM	10:50AM			No Consent Required	In Person	25	17		laboratory	active	Open	
Spring, 2025-26	EXSC-4160-01	01	Clinical Experience in Exercise Testing and Prescription (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	4			active	Open	
Spring, 2025-26	EXSC-4920-01	01	Seminar in Exercise Science (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM	Speaking Intensive		No Consent Required	In Person	30	14			active	Open	
Spring, 2025-26	HIST-2000-01	01	World History (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM		WKNW 3 Civic Ways Knowg	No Consent Required	In Person	40	15			active	Open	
Spring, 2025-26	HIST-2040-01	01	Western Civilization II (23)	3.0	3.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM		WKNW 3 Civic Ways Knowg	No Consent Required	In Person	40	17			active	Open	
Spring, 2025-26	HIST-2110-01	01	American History I (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		WKNW 3 Civic Ways Knowg	No Consent Required	In Person	40	35			active	Open	
Spring, 2025-26	HIST-2120-0EA	0EA	American History II (23)	3.0	3.0	03/16/2026	05/08/2026					WKNW 3 Civic Ways Knowg	No Consent Required	Asynchronous Online	20	23			active	Open	
Spring, 2025-26	HIST-2120-8E	8E	American History II (23)	3.0	3.0	03/16/2026	05/08/2026					WKNW 3 Civic Ways Knowg	No Consent Required	Asynchronous Online	15	9			active	Open	
Spring, 2025-26	HIST-2350-01	01	Foundation of Public History (24)	3.0	3.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM			No Consent Required	In Person	30	5			active	Open	
Spring, 2025-26	HIST-3010-01	01	History of Political Thought (24)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	35	0	C	Same: HIST/POSC/PHIL3010	active	Open	
Spring, 2025-26	HIST-3100-01	01	Ancient History (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	35	14			active	Open	
Spring, 2025-26	HIST-3190-01	01	Jewish Holocaust and its Historical Context (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM		WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	25	26			active	Open	
Spring, 2025-26	HIST-3250-01	01	History of the Cold War (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM		WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	35	15			active	Open	
Spring, 2025-26	HIST-3260-0EA	0EA	Women in the World 1800-Present (24)	3.0	3.0	01/14/2026	05/08/2026				Writing Intensive Upper Div	WKNW 7 Glob/Intcult Ways GI	No Consent Required	Asynchronous Online	35	34			active	Open	
Spring, 2025-26	HIST-3260-5E	5E	Women in the World 1800-Present (24)	3.0	3.0	01/14/2026	05/08/2026				Writing Intensive Upper Div	WKNW 7 Glob/Intcult Ways GI	No Consent Required	Asynchronous Online	35	34			active	Open	
Spring, 2025-26	HIST-3425-01	01	Slavery and Freedom in the Modern World 1800 to the Present (24)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM	Writing Intensive Upper Div	WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	30	10			active	Open	
Spring, 2025-26	HIST-3520-01	01	History of the Vietnam War (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	03:00PM	03:50PM			No Consent Required	In Person	25	10			active	Open	
Spring, 2025-26	HIST-4800-01	01	Internship Public History (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	20	2			active	Open	
Spring, 2025-26	HIST-4800-02	02	Internship Public History (23)	1.0	4.0	01/14/2026	05/08/2026						Not Enrolling	In Person	20	2			active	Closed	
Spring, 2025-26	HIST-4800-03	03	Internship Public History (23)	1.0	4.0	01/14/2026	05/08/2026						Consent Required	In Person	0	0			active	Open	
Spring, 2025-26	HIST-4930-01	01	Senior Seminar (23)	1.0	1.0	01/14/2026	05/08/2026	R	12:00PM	12:50PM			No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	HNRS-1000-01	01	Personal Enrichment through Servant Leadership (24)	0.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	35	11			active	Open	
Spring, 2025-26	HNRS-2125-01	01	The Scholar as Servant Leader (23)	2.0	2.0	01/14/2026	05/08/2026	MW	12:00PM	12:50PM			No Consent Required	In Person	30	22			active	Open	
Spring, 2025-26	HNRS-2300-01	01	Honors History (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	12:00PM	12:50PM			No Consent Required	In Person	35	31			active	Open	
Spring, 2025-26	HNRS-3221-01	01	Traditionalism and Globalization (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	12:00PM	12:50PM			No Consent Required	In Person	30	25			active	Open	
Spring, 2025-26	HNRS-3325-01	01	Christ and Culture (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	12:00PM	12:50PM			No Consent Required	In Person	40	40			active	Open	
Spring, 2025-26	HNRS-4910-01	01	Honor Senior Seminar (24)	1.0	1.0	01/14/2026	05/08/2026	F	12:00PM	12:50PM			No Consent Required	In Person	20	14			active	Open	
Spring, 2025-26	LART-1000-01	01	College Survival Skills (23)	2.0	2.0	03/16/2026	05/08/2026	MW	12:00PM	12:50PM			No Consent Required	In Person	15	1			active	Open	
Spring, 2025-26	LART-1020-8E1	8E1	Strategies for Academic Success for Adult Learners (23)	3.0	3.0	01/14/2026	03/06/2026	R	06:00PM	06:50PM			No Consent Required	Asynchronous Online	35	4			active	Open	
Spring, 2025-26	LART-1020-8E2	8E2	Strategies for Academic Success for Adult Learners (23)	3.0	3.0	03/16/2026	05/08/2026	R	06:00PM	06:50PM			No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	LART-1050-01	01	First-Year Experience Seminar (23)	1.0	1.0	01/14/2026	05/08/2026	R	12:00PM	12:50PM		FSKL 1 Undstnd College	No Consent Required	In Person	20	17			active	Open	
Spring, 2025-26	LART-1100-0EA	0EA	Critical-Thinking Seminar (23)	3.0	3.0	03/16/2026	05/08/2026	T	06:00PM	06:50PM		FSKL 2 Civ Discrse Crit Reas	No Consent Required	Asynchronous Online	10	9			active	Open	
Spring, 2025-26	LART-1100-8E	8E	Critical-Thinking Seminar (23)	3.0	3.0	03/16/2026	05/08/2026	T	06:00PM	06:50PM		FSKL 2 Civ Discrse Crit Reas	No Consent Required	Asynchronous Online	10	9			active	Open	
Spring, 2025-26	LART-1200-01	01	Career and Life Planning (24)	1.0	1.0	01/14/2026	02/27/2026	MW	12:00PM	12:50PM			No Consent Required	In Person	30	11			active	Open	
Spring, 2025-26	LEAD-2300-8E	8E	Social Problems and Their Impact on the Workplace (23)	3.0	3.0	01/14/2026	03/06/2026					WKNW 5 Social/Behav Ways	No Consent Required	Asynchronous Online	30	5			active	Open	
Spring, 2025-26	LEAD-3100-8E	8E	Introduction to Information Systems and Analysis of Data (23)	3.0	3.0	01/14/2026	03/06/2026					FSKL 5 Quant Reasng	No Consent Required	Asynchronous Online	30	5			active	Open	
Spring, 2025-26	LEAD-3200-8E	8E	Issues in Management (23)	3.0	3.0	01/14/2026	03/06/2026						No Consent Required	Asynchronous Online	30	4			active	Open	
Spring, 2025-26	LEAD-4300-8E	8E	Strategic Planning (23)	3.0	3.0	01/14/2026	03/06/2026						No Consent Required	Asynchronous Online	30	7			active	Open	
Spring, 2025-26	LEAD-4550-8E	8E	Diversity and Intercultural Humility (23)	3.0	3.0	03/16/2026	05/08/2026					WKNW 7 Glob/Intcult Ways GI	No Consent Required	Asynchronous Online	30	8			active	Open	
Spring, 2025-26	LEAD-4990-8E	8E	Action Research Project (23)	3.0	3.0	03/16/2026	05/08/2026				Speaking/Writing UpDiv Intens		No Consent Required	Asynchronous Online	30	8			active	Open	
Spring, 2025-26	MATH-1110-01	01	Elementary Mathematics-Geometry (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM			No Consent Required	In Person	35	15			active	Open	
Spring, 2025-26	MATH-1250-01	01	Explorations in Mathematics (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		FSKL 5 Quant Reasng	No Consent Required	In Person	35	23			active	Open	
